inventory_date,store_id,product_id,stock_qty,stock_value,reorder_point,days_of_cover,stock_status
2024-06-30,S012,P0165,2,280.12,1,20.0,Normal
2024-06-30,S012,P0166,8,3059.2,2,61.0,Normal
2024-06-30,S012,P0167,11,3401.09,2,89.5,Overstock
2024-06-30,S012,P0168,4,1722.68,2,40.0,Normal
2024-06-30,S012,P0169,6,1692.42,2,53.6,Normal
2024-06-30,S012,P0170,9,1930.86,3,57.8,Normal
2024-06-30,S012,P0171,7,3123.47,3,45.8,Normal
2024-06-30,S012,P0172,1,434.84,2,9.2,Low
2024-06-30,S012,P0173,6,1023.42,2,45.8,Normal
2024-06-30,S012,P0174,4,1119.04,2,40.0,Normal
2024-06-30,S012,P0175,6,1991.76,3,38.5,Normal
2024-06-30,S012,P0176,7,1256.36,3,47.4,Normal
2024-06-30,S012,P0177,0,0.0,1,0.0,Low
2024-06-30,S012,P0178,0,0.0,1,0.0,Low
2024-06-30,S012,P0179,3,332.79,1,15.9,Normal
2024-06-30,S012,P0180,0,0.0,1,0.0,Low
2024-06-30,S012,P0181,3,101.04,1,23.9,Normal
2024-06-30,S012,P0182,4,300.2,1,18.8,Normal
2024-06-30,S012,P0183,0,0.0,1,0.0,Low
2024-06-30,S012,P0184,0,0.0,1,0.0,Low
2024-06-30,S012,P0185,0,0.0,1,0.0,Low
2024-06-30,S012,P0186,1,77.09,1,4.2,Low
2024-06-30,S012,P0187,3,388.98,1,10.9,Normal
2024-06-30,S012,P0188,0,0.0,1,0.0,Low
2024-06-30,S012,P0189,4,457.4,1,16.3,Normal
2024-06-30,S012,P0190,0,0.0,1,0.0,Low
2024-06-30,S012,P0191,0,0.0,1,0.0,Low
2024-06-30,S012,P0192,2,230.28,1,8.7,Normal
2024-06-30,S012,P0193,2,141.64,1,8.1,Normal
2024-06-30,S012,P0194,2,206.42,1,10.5,Normal
2024-06-30,S012,P0195,3,148.14,1,12.8,Normal
2024-06-30,S012,P0196,3,350.67,1,16.9,Normal
2024-06-30,S012,P0197,1,107.92,1,5.1,Low
2024-06-30,S012,P0198,2,43.0,1,7.8,Normal
2024-06-30,S012,P0199,0,0.0,1,0.0,Low
2024-06-30,S012,P0200,0,0.0,1,0.0,Low
2024-06-30,S012,P0201,1,111.82,1,4.3,Low
2024-06-30,S012,P0202,0,0.0,1,0.0,Low
2024-06-30,S012,P0203,2,100.78,1,11.1,Normal
2024-06-30,S012,P0204,2,245.54,1,8.9,Normal
2024-06-30,S012,P0205,3,828.09,1,28.2,Normal
2024-06-30,S012,P0206,0,0.0,1,0.0,Low
2024-06-30,S012,P0207,3,857.94,1,30.0,Normal
2024-06-30,S012,P0208,6,2068.86,2,29.7,Normal
2024-06-30,S012,P0209,0,0.0,1,0.0,Low
2024-06-30,S012,P0210,5,1352.05,2,37.3,Normal
2024-06-30,S012,P0211,5,1068.7,2,30.0,Normal
2024-06-30,S012,P0212,7,2212.21,2,44.2,Normal
2024-06-30,S012,P0213,4,1100.24,1,31.8,Normal
2024-06-30,S012,P0214,3,620.28,1,30.0,Normal
2024-06-30,S012,P0215,5,1335.15,2,35.9,Normal
2024-06-30,S012,P0216,0,0.0,1,0.0,Low
2024-06-30,S012,P0217,0,0.0,2,0.0,Low
2024-06-30,S012,P0218,5,1408.15,1,48.2,Overstock
2024-06-30,S012,P0219,0,0.0,1,0.0,Low
2024-06-30,S012,P0220,9,1508.22,2,51.5,Overstock
2024-06-30,S012,P0221,9,1766.61,3,39.2,Normal
2024-06-30,S012,P0222,6,1584.54,1,45.8,Overstock
2024-06-30,S012,P0223,3,733.68,1,30.0,Normal
2024-06-30,S012,P0224,0,0.0,1,0.0,Low
2024-06-30,S012,P0225,2,408.16,1,20.0,Normal
2024-06-30,S012,P0226,0,0.0,1,0.0,Low
2024-06-30,S012,P0227,3,1040.01,2,17.4,Normal
2024-06-30,S012,P0228,1,203.35,1,8.1,Low
2024-06-30,S012,P0229,1,108.8,1,7.6,Low
2024-06-30,S012,P0230,6,959.34,2,34.3,Normal
2024-06-30,S012,P0231,7,1078.77,3,29.8,Normal
2024-06-30,S012,P0232,4,1124.8,2,26.1,Normal
2024-07-31,S001,P0001,3,426.48,1,25.5,Normal
2024-07-31,S001,P0002,8,938.32,2,42.4,Normal
2024-07-31,S001,P0003,4,267.68,2,27.6,Normal
2024-07-31,S001,P0004,4,711.72,1,40.0,Normal
2024-07-31,S001,P0005,4,315.68,1,40.0,Normal
2024-07-31,S001,P0006,0,0.0,1,0.0,Low
2024-07-31,S001,P0007,0,0.0,1,0.0,Low
2024-07-31,S001,P0008,7,733.04,3,30.5,Normal
2024-07-31,S001,P0009,0,0.0,1,0.0,Low
2024-07-31,S001,P0010,1,152.71,1,8.0,Low
2024-07-31,S001,P0011,3,503.52,1,30.0,Normal
2024-07-31,S001,P0012,3,395.28,2,17.7,Normal
2024-07-31,S001,P0013,2,154.16,1,16.3,Normal
2024-07-31,S001,P0014,3,299.94,1,30.0,Normal
2024-07-31,S001,P0015,4,718.52,1,34.0,Normal
2024-07-31,S001,P0016,1,145.81,1,9.9,Low
2024-07-31,S001,P0017,1,150.89,1,8.0,Low
2024-07-31,S001,P0018,4,373.72,1,40.0,Normal
2024-07-31,S001,P0019,0,0.0,1,0.0,Low
2024-07-31,S001,P0020,2,290.24,2,14.6,Low
2024-07-31,S001,P0021,6,486.54,2,42.2,Normal
2024-07-31,S001,P0022,6,1056.36,1,60.0,Overstock
2024-07-31,S001,P0023,5,789.15,2,36.6,Normal
2024-07-31,S001,P0024,2,184.7,1,16.6,Normal
2024-07-31,S001,P0025,0,0.0,1,0.0,Low
2024-07-31,S001,P0026,6,441.12,2,43.9,Normal
2024-07-31,S001,P0027,6,854.82,2,42.2,Normal
2024-07-31,S001,P0028,3,397.11,2,14.3,Normal
2024-07-31,S001,P0029,2,227.74,2,14.1,Low
2024-07-31,S001,P0030,0,0.0,1,0.0,Low
2024-07-31,S001,P0031,3,537.96,1,30.0,Normal
2024-07-31,S001,P0032,3,309.63,1,28.2,Normal
2024-07-31,S001,P0033,0,0.0,1,0.0,Low
2024-07-31,S001,P0034,0,0.0,1,0.0,Low
2024-07-31,S001,P0035,0,0.0,1,0.0,Low
2024-07-31,S001,P0036,0,0.0,1,0.0,Low
2024-07-31,S001,P0037,2,80.44,1,20.0,Normal
2024-07-31,S001,P0038,0,0.0,1,0.0,Low
2024-07-31,S001,P0039,2,72.3,1,14.6,Normal
2024-07-31,S001,P0040,1,78.71,1,10.0,Low
2024-07-31,S001,P0041,1,71.3,1,10.0,Low
2024-07-31,S001,P0042,0,0.0,1,0.0,Low
2024-07-31,S001,P0043,0,0.0,1,0.0,Low
2024-07-31,S001,P0044,2,235.84,1,14.6,Normal
2024-07-31,S001,P0045,0,0.0,1,0.0,Low
2024-07-31,S001,P0046,2,263.06,1,15.9,Normal
2024-07-31,S001,P0047,0,0.0,1,0.0,Low
2024-07-31,S001,P0048,3,131.79,1,27.4,Normal
2024-07-31,S001,P0049,0,0.0,1,0.0,Low
2024-07-31,S001,P0050,3,315.33,1,30.0,Normal
2024-07-31,S001,P0051,0,0.0,1,0.0,Low
2024-07-31,S001,P0052,2,219.22,1,14.1,Normal
2024-07-31,S001,P0053,1,30.77,1,4.9,Low
2024-07-31,S001,P0054,3,406.47,1,20.0,Normal
2024-07-31,S001,P0055,1,93.43,1,10.0,Low
2024-07-31,S001,P0056,3,116.37,1,20.7,Normal
2024-07-31,S001,P0057,0,0.0,1,0.0,Low
2024-07-31,S001,P0058,0,0.0,1,0.0,Low
2024-07-31,S001,P0059,1,102.02,1,10.0,Low
2024-07-31,S001,P0060,1,40.05,1,8.3,Low
2024-07-31,S001,P0061,2,413.74,1,14.6,Normal
2024-07-31,S001,P0062,0,0.0,1,0.0,Low
2024-07-31,S001,P0063,0,0.0,1,0.0,Low
2024-07-31,S001,P0064,2,395.92,1,16.6,Normal
2024-07-31,S001,P0065,0,0.0,1,0.0,Low
2024-07-31,S001,P0066,1,217.01,1,9.2,Low
2024-07-31,S001,P0067,2,180.78,1,20.0,Normal
2024-07-31,S001,P0068,2,112.7,1,13.8,Normal
2024-07-31,S001,P0069,3,261.36,1,30.0,Normal
2024-07-31,S001,P0070,0,0.0,1,0.0,Low
2024-07-31,S001,P0071,0,0.0,1,0.0,Low
2024-07-31,S001,P0072,4,753.72,1,38.5,Normal
2024-07-31,S001,P0073,2,305.74,1,14.6,Normal
2024-07-31,S001,P0074,1,165.55,1,8.3,Low
2024-07-31,S001,P0075,4,839.32,1,36.6,Normal
2024-07-31,S001,P0076,0,0.0,1,0.0,Low
2024-07-31,S001,P0077,1,58.58,1,8.9,Low
2024-07-31,S001,P0078,0,0.0,1,0.0,Low
2024-07-31,S001,P0079,0,0.0,1,0.0,Low
2024-07-31,S001,P0080,5,868.25,1,50.0,Overstock
2024-07-31,S001,P0081,0,0.0,1,0.0,Low
2024-07-31,S001,P0082,2,136.36,1,12.6,Normal
2024-07-31,S001,P0083,1,84.36,1,10.0,Low
2024-07-31,S001,P0084,1,196.35,1,8.0,Low
2024-07-31,S001,P0085,0,0.0,1,0.0,Low
2024-07-31,S001,P0086,2,152.48,1,20.0,Normal
2024-07-31,S001,P0087,0,0.0,1,0.0,Low
2024-07-31,S001,P0088,1,153.67,1,6.4,Low
2024-07-31,S001,P0089,5,180.75,1,45.8,Overstock
2024-07-31,S001,P0090,6,928.5,2,42.2,Normal
2024-07-31,S001,P0091,3,242.52,2,23.9,Normal
2024-07-31,S001,P0092,5,524.35,2,29.0,Normal
2024-07-31,S001,P0093,5,233.05,3,26.1,Normal
2024-07-31,S001,P0094,3,278.37,2,20.7,Normal
2024-07-31,S001,P0095,5,401.9,2,31.6,Normal
2024-07-31,S001,P0096,3,191.85,1,30.0,Normal
2024-07-31,S001,P0097,4,253.2,1,37.5,Normal
2024-07-31,S001,P0098,6,585.72,1,56.3,Overstock
2024-07-31,S001,P0099,2,212.34,2,16.6,Low
2024-07-31,S001,P0100,3,180.51,1,28.9,Normal
2024-07-31,S001,P0101,3,245.55,1,29.7,Normal
2024-07-31,S001,P0102,5,561.2,2,35.9,Normal
2024-07-31,S001,P0103,2,269.16,1,20.0,Normal
2024-07-31,S001,P0104,4,531.68,1,40.0,Normal
2024-07-31,S001,P0105,1,157.75,1,10.0,Low
2024-07-31,S001,P0106,5,390.1,1,50.0,Overstock
2024-07-31,S001,P0107,1,89.21,2,7.6,Low
2024-07-31,S001,P0108,1,128.98,2,8.3,Low
2024-07-31,S001,P0109,3,294.12,1,30.0,Normal
2024-07-31,S001,P0110,2,77.34,2,17.4,Low
2024-07-31,S001,P0111,5,528.85,1,50.0,Overstock
2024-07-31,S001,P0112,4,329.72,2,34.0,Normal
2024-07-31,S001,P0113,6,337.74,3,30.1,Normal
2024-07-31,S001,P0114,3,263.52,1,30.0,Normal
2024-07-31,S001,P0115,3,359.7,2,19.3,Normal
2024-07-31,S001,P0116,1,145.02,1,9.2,Low
2024-07-31,S001,P0117,4,294.48,2,22.9,Normal
2024-07-31,S001,P0118,1,78.08,1,10.0,Low
2024-07-31,S001,P0119,3,86.16,2,26.8,Normal
2024-07-31,S001,P0120,2,304.9,1,19.8,Normal
2024-07-31,S001,P0121,2,124.0,1,20.0,Normal
2024-07-31,S001,P0122,5,1214.95,1,50.0,Overstock
2024-07-31,S001,P0123,3,403.8,1,30.0,Normal
2024-07-31,S001,P0124,3,522.84,1,30.0,Normal
2024-07-31,S001,P0125,3,1037.31,1,30.0,Normal
2024-07-31,S001,P0126,4,1044.96,2,40.0,Normal
2024-07-31,S001,P0127,6,636.84,2,60.0,Normal
2024-07-31,S001,P0128,0,0.0,1,0.0,Low
2024-07-31,S001,P0129,0,0.0,1,0.0,Low
2024-07-31,S001,P0130,8,2750.96,2,62.3,Normal
2024-07-31,S001,P0131,2,272.48,2,20.0,Low
2024-07-31,S001,P0132,5,1914.35,1,50.0,Overstock
2024-07-31,S001,P0133,0,0.0,1,0.0,Low
2024-07-31,S001,P0134,6,2293.44,1,60.0,Overstock
2024-07-31,S001,P0135,4,468.2,2,40.0,Normal
2024-07-31,S001,P0136,0,0.0,1,0.0,Low
2024-07-31,S001,P0137,2,511.54,2,20.0,Low
2024-07-31,S001,P0138,3,1140.3,1,30.0,Normal
2024-07-31,S001,P0139,2,594.1,1,20.0,Normal
2024-07-31,S001,P0140,7,2282.7,3,52.3,Normal
2024-07-31,S001,P0141,4,333.8,2,40.0,Normal
2024-07-31,S001,P0142,3,1018.77,2,27.4,Normal
2024-07-31,S001,P0143,5,1502.4,2,48.2,Normal
2024-07-31,S001,P0144,5,1673.95,1,50.0,Overstock
2024-07-31,S001,P0145,4,832.4,1,40.0,Normal
2024-07-31,S001,P0146,0,0.0,1,0.0,Low
2024-07-31,S001,P0147,2,719.5,1,20.0,Normal
2024-07-31,S001,P0148,0,0.0,1,0.0,Low
2024-07-31,S001,P0149,5,1966.8,2,49.5,Normal
2024-07-31,S001,P0150,1,373.18,1,10.0,Low
2024-07-31,S001,P0151,3,221.58,1,30.0,Normal
2024-07-31,S001,P0152,1,343.63,1,10.0,Low
2024-07-31,S001,P0153,0,0.0,1,0.0,Low
2024-07-31,S001,P0154,5,909.05,1,50.0,Overstock
2024-07-31,S001,P0155,8,2578.4,2,69.7,Normal
2024-07-31,S001,P0156,5,2243.6,1,50.0,Overstock
2024-07-31,S001,P0157,4,691.8,2,40.0,Normal
2024-07-31,S001,P0158,2,379.82,2,20.0,Low
2024-07-31,S001,P0159,2,304.46,1,20.0,Normal
2024-07-31,S001,P0160,0,0.0,1,0.0,Low
2024-07-31,S001,P0161,5,924.3,2,50.0,Normal
2024-07-31,S001,P0162,2,174.6,2,20.0,Low
2024-07-31,S001,P0163,3,937.17,1,30.0,Normal
2024-07-31,S001,P0164,0,0.0,1,0.0,Low
2024-07-31,S001,P0165,6,840.36,1,60.0,Overstock
2024-07-31,S001,P0166,5,1912.0,2,50.0,Normal
2024-07-31,S001,P0167,3,927.57,1,30.0,Normal
2024-07-31,S001,P0168,5,2153.35,1,50.0,Overstock
2024-07-31,S001,P0169,1,282.07,1,10.0,Low
2024-07-31,S001,P0170,9,1930.86,2,90.0,Overstock
2024-07-31,S001,P0171,1,446.21,1,10.0,Low
2024-07-31,S001,P0172,2,869.68,1,20.0,Normal
2024-07-31,S001,P0173,5,852.85,2,50.0,Normal
2024-07-31,S001,P0174,0,0.0,1,0.0,Low
2024-07-31,S001,P0175,7,2323.72,2,59.6,Normal
2024-07-31,S001,P0176,2,358.96,1,20.0,Normal
2024-07-31,S001,P0177,1,95.61,1,7.3,Low
2024-07-31,S001,P0178,0,0.0,1,0.0,Low
2024-07-31,S001,P0179,6,665.58,1,45.8,Overstock
2024-07-31,S001,P0180,1,85.45,1,10.0,Low
2024-07-31,S001,P0181,3,101.04,1,30.0,Normal
2024-07-31,S001,P0182,0,0.0,1,0.0,Low
2024-07-31,S001,P0183,1,24.38,1,4.5,Low
2024-07-31,S001,P0184,2,95.08,1,14.9,Normal
2024-07-31,S001,P0185,0,0.0,1,0.0,Low
2024-07-31,S001,P0186,1,77.09,1,10.0,Low
2024-07-31,S001,P0187,1,129.66,1,10.0,Low
2024-07-31,S001,P0188,0,0.0,1,0.0,Low
2024-07-31,S001,P0189,0,0.0,1,0.0,Low
2024-07-31,S001,P0190,0,0.0,1,0.0,Low
2024-07-31,S001,P0191,0,0.0,1,0.0,Low
2024-07-31,S001,P0192,0,0.0,1,0.0,Low
2024-07-31,S001,P0193,0,0.0,1,0.0,Low
2024-07-31,S001,P0194,3,309.63,1,25.5,Normal
2024-07-31,S001,P0195,0,0.0,1,0.0,Low
2024-07-31,S001,P0196,0,0.0,1,0.0,Low
2024-07-31,S001,P0197,0,0.0,1,0.0,Low
2024-07-31,S001,P0198,0,0.0,1,0.0,Low
2024-07-31,S001,P0199,1,70.76,1,7.5,Low
2024-07-31,S001,P0200,0,0.0,1,0.0,Low
2024-07-31,S001,P0201,1,111.82,1,10.0,Low
2024-07-31,S001,P0202,0,0.0,1,0.0,Low
2024-07-31,S001,P0203,0,0.0,1,0.0,Low
2024-07-31,S001,P0204,1,122.77,1,6.7,Low
2024-07-31,S001,P0205,2,552.06,1,20.0,Normal
2024-07-31,S001,P0206,0,0.0,1,0.0,Low
2024-07-31,S001,P0207,0,0.0,1,0.0,Low
2024-07-31,S001,P0208,4,1379.24,1,40.0,Normal
2024-07-31,S001,P0209,0,0.0,1,0.0,Low
2024-07-31,S001,P0210,0,0.0,1,0.0,Low
2024-07-31,S001,P0211,2,427.48,1,20.0,Normal
2024-07-31,S001,P0212,4,1264.12,1,40.0,Normal
2024-07-31,S001,P0213,4,1100.24,1,40.0,Normal
2024-07-31,S001,P0214,1,206.76,1,10.0,Low
2024-07-31,S001,P0215,4,1068.12,1,40.0,Normal
2024-07-31,S001,P0216,5,913.0,1,50.0,Overstock
2024-07-31,S001,P0217,4,358.76,1,40.0,Normal
2024-07-31,S001,P0218,0,0.0,1,0.0,Low
2024-07-31,S001,P0219,2,399.58,1,19.8,Normal
2024-07-31,S001,P0220,4,670.32,2,25.7,Normal
2024-07-31,S001,P0221,1,196.29,1,10.0,Low
2024-07-31,S001,P0222,4,1056.36,1,40.0,Normal
2024-07-31,S001,P0223,1,244.56,1,10.0,Low
2024-07-31,S001,P0224,1,326.46,1,10.0,Low
2024-07-31,S001,P0225,0,0.0,1,0.0,Low
2024-07-31,S001,P0226,0,0.0,1,0.0,Low
2024-07-31,S001,P0227,1,346.67,1,10.0,Low
2024-07-31,S001,P0228,4,813.4,1,40.0,Normal
2024-07-31,S001,P0229,0,0.0,1,0.0,Low
2024-07-31,S001,P0230,2,319.78,2,14.4,Low
2024-07-31,S001,P0231,0,0.0,1,0.0,Low
2024-07-31,S001,P0232,0,0.0,1,0.0,Low
2024-07-31,S002,P0001,7,995.12,2,38.2,Normal
2024-07-31,S002,P0002,2,234.58,2,11.8,Low
2024-07-31,S002,P0003,9,602.28,2,47.1,Overstock
2024-07-31,S002,P0004,3,533.79,2,18.6,Normal
2024-07-31,S002,P0005,0,0.0,2,0.0,Low
2024-07-31,S002,P0006,0,0.0,2,0.0,Low
2024-07-31,S002,P0007,0,0.0,1,0.0,Low
2024-07-31,S002,P0008,7,733.04,3,29.4,Normal
2024-07-31,S002,P0009,4,632.0,2,19.8,Normal
2024-07-31,S002,P0010,2,305.42,2,13.3,Low
2024-07-31,S002,P0011,7,1174.88,1,55.7,Overstock
2024-07-31,S002,P0012,8,1054.08,3,27.4,Normal
2024-07-31,S002,P0013,5,385.4,2,23.8,Normal
2024-07-31,S002,P0014,3,299.94,1,22.9,Normal
2024-07-31,S002,P0015,3,538.89,2,18.3,Normal
2024-07-31,S002,P0016,2,291.62,1,17.0,Normal
2024-07-31,S002,P0017,3,452.67,2,18.6,Normal
2024-07-31,S002,P0018,4,373.72,2,22.5,Normal
2024-07-31,S002,P0019,5,802.55,1,38.9,Overstock
2024-07-31,S002,P0020,3,435.36,2,20.0,Normal
2024-07-31,S002,P0021,4,324.36,2,20.1,Normal
2024-07-31,S002,P0022,3,528.18,1,23.9,Normal
2024-07-31,S002,P0023,6,946.98,2,39.2,Normal
2024-07-31,S002,P0024,4,369.4,2,18.1,Normal
2024-07-31,S002,P0025,7,597.66,2,38.2,Normal
2024-07-31,S002,P0026,4,294.08,2,21.9,Normal
2024-07-31,S002,P0027,1,142.47,1,10.0,Low
2024-07-31,S002,P0028,7,926.59,3,30.5,Normal
2024-07-31,S002,P0029,4,455.48,2,20.6,Normal
2024-07-31,S002,P0030,4,582.96,1,31.1,Normal
2024-07-31,S002,P0031,3,537.96,2,16.4,Normal
2024-07-31,S002,P0032,4,412.84,1,39.6,Normal
2024-07-31,S002,P0033,0,0.0,1,0.0,Low
2024-07-31,S002,P0034,0,0.0,1,0.0,Low
2024-07-31,S002,P0035,3,387.36,1,15.7,Normal
2024-07-31,S002,P0036,1,52.37,1,6.2,Low
2024-07-31,S002,P0037,1,40.22,1,9.2,Low
2024-07-31,S002,P0038,2,230.46,1,10.9,Normal
2024-07-31,S002,P0039,4,144.6,1,27.1,Normal
2024-07-31,S002,P0040,2,157.42,1,20.0,Normal
2024-07-31,S002,P0041,1,71.3,1,8.1,Low
2024-07-31,S002,P0042,0,0.0,1,0.0,Low
2024-07-31,S002,P0043,0,0.0,1,0.0,Low
2024-07-31,S002,P0044,5,589.6,1,23.2,Overstock
2024-07-31,S002,P0045,3,300.0,1,30.0,Normal
2024-07-31,S002,P0046,0,0.0,1,0.0,Low
2024-07-31,S002,P0047,1,80.85,1,5.7,Low
2024-07-31,S002,P0048,0,0.0,1,0.0,Low
2024-07-31,S002,P0049,0,0.0,1,0.0,Low
2024-07-31,S002,P0050,0,0.0,1,0.0,Low
2024-07-31,S002,P0051,2,93.68,1,10.2,Normal
2024-07-31,S002,P0052,0,0.0,1,0.0,Low
2024-07-31,S002,P0053,2,61.54,1,11.1,Normal
2024-07-31,S002,P0054,4,541.96,1,29.3,Normal
2024-07-31,S002,P0055,2,186.86,1,14.1,Normal
2024-07-31,S002,P0056,3,116.37,1,18.6,Normal
2024-07-31,S002,P0057,0,0.0,1,0.0,Low
2024-07-31,S002,P0058,1,90.0,1,7.3,Low
2024-07-31,S002,P0059,4,408.08,1,37.5,Normal
2024-07-31,S002,P0060,3,120.15,1,18.9,Normal
2024-07-31,S002,P0061,1,206.87,1,6.3,Low
2024-07-31,S002,P0062,0,0.0,1,0.0,Low
2024-07-31,S002,P0063,3,403.38,1,17.7,Normal
2024-07-31,S002,P0064,0,0.0,1,0.0,Low
2024-07-31,S002,P0065,1,64.18,1,7.3,Low
2024-07-31,S002,P0066,3,651.03,1,15.7,Normal
2024-07-31,S002,P0067,3,271.17,1,23.4,Normal
2024-07-31,S002,P0068,2,112.7,1,9.2,Normal
2024-07-31,S002,P0069,0,0.0,1,0.0,Low
2024-07-31,S002,P0070,4,648.76,1,20.3,Normal
2024-07-31,S002,P0071,0,0.0,1,0.0,Low
2024-07-31,S002,P0072,0,0.0,1,0.0,Low
2024-07-31,S002,P0073,2,305.74,1,20.0,Normal
2024-07-31,S002,P0074,1,165.55,1,5.6,Low
2024-07-31,S002,P0075,0,0.0,1,0.0,Low
2024-07-31,S002,P0076,3,125.01,1,16.1,Normal
2024-07-31,S002,P0077,6,351.48,1,33.8,Overstock
2024-07-31,S002,P0078,0,0.0,1,0.0,Low
2024-07-31,S002,P0079,0,0.0,1,0.0,Low
2024-07-31,S002,P0080,1,173.65,1,9.2,Low
2024-07-31,S002,P0081,2,431.2,1,13.6,Normal
2024-07-31,S002,P0082,2,136.36,1,18.3,Normal
2024-07-31,S002,P0083,0,0.0,1,0.0,Low
2024-07-31,S002,P0084,0,0.0,1,0.0,Low
2024-07-31,S002,P0085,2,372.14,1,19.3,Normal
2024-07-31,S002,P0086,0,0.0,1,0.0,Low
2024-07-31,S002,P0087,0,0.0,1,0.0,Low
2024-07-31,S002,P0088,0,0.0,1,0.0,Low
2024-07-31,S002,P0089,3,108.45,2,21.1,Normal
2024-07-31,S002,P0090,6,928.5,2,43.9,Normal
2024-07-31,S002,P0091,4,323.36,1,39.6,Normal
2024-07-31,S002,P0092,6,629.22,2,32.8,Normal
2024-07-31,S002,P0093,6,279.66,3,31.8,Normal
2024-07-31,S002,P0094,9,835.11,3,45.8,Normal
2024-07-31,S002,P0095,4,321.52,2,28.2,Normal
2024-07-31,S002,P0096,4,255.8,1,37.5,Normal
2024-07-31,S002,P0097,6,379.8,2,40.7,Normal
2024-07-31,S002,P0098,1,97.62,2,8.0,Low
2024-07-31,S002,P0099,6,637.02,2,37.2,Normal
2024-07-31,S002,P0100,3,180.51,2,22.0,Normal
2024-07-31,S002,P0101,4,327.4,1,40.0,Normal
2024-07-31,S002,P0102,4,448.96,2,33.3,Normal
2024-07-31,S002,P0103,1,134.58,2,8.5,Low
2024-07-31,S002,P0104,2,265.84,2,12.4,Low
2024-07-31,S002,P0105,7,1104.25,4,27.0,Normal
2024-07-31,S002,P0106,3,234.06,2,25.0,Normal
2024-07-31,S002,P0107,5,446.05,2,32.7,Normal
2024-07-31,S002,P0108,6,773.88,2,37.9,Normal
2024-07-31,S002,P0109,4,392.16,2,35.7,Normal
2024-07-31,S002,P0110,3,116.01,2,21.5,Normal
2024-07-31,S002,P0111,1,105.77,2,8.7,Low
2024-07-31,S002,P0112,1,82.43,1,10.0,Low
2024-07-31,S002,P0113,11,619.19,3,56.7,Normal
2024-07-31,S002,P0114,0,0.0,1,0.0,Low
2024-07-31,S002,P0115,2,239.8,2,15.6,Low
2024-07-31,S002,P0116,5,725.1,2,35.9,Normal
2024-07-31,S002,P0117,8,588.96,2,46.5,Normal
2024-07-31,S002,P0118,2,156.16,2,14.9,Low
2024-07-31,S002,P0119,3,86.16,2,18.0,Normal
2024-07-31,S002,P0120,6,914.7,3,32.3,Normal
2024-07-31,S002,P0121,4,248.0,2,33.3,Normal
2024-07-31,S002,P0122,5,1214.95,3,30.0,Normal
2024-07-31,S002,P0123,3,403.8,2,30.0,Normal
2024-07-31,S002,P0124,2,348.56,1,20.0,Normal
2024-07-31,S002,P0125,6,2074.62,2,59.4,Normal
2024-07-31,S002,P0126,5,1306.2,2,50.0,Normal
2024-07-31,S002,P0127,6,636.84,3,35.4,Normal
2024-07-31,S002,P0128,7,1322.3,2,64.0,Normal
2024-07-31,S002,P0129,6,1912.92,1,60.0,Overstock
2024-07-31,S002,P0130,1,343.87,3,6.3,Low
2024-07-31,S002,P0131,5,681.2,1,50.0,Overstock
2024-07-31,S002,P0132,1,382.87,1,10.0,Low
2024-07-31,S002,P0133,3,335.43,2,29.7,Normal
2024-07-31,S002,P0134,6,2293.44,2,46.7,Normal
2024-07-31,S002,P0135,3,351.15,2,29.7,Normal
2024-07-31,S002,P0136,1,388.01,1,10.0,Low
2024-07-31,S002,P0137,8,2046.16,2,80.0,Normal
2024-07-31,S002,P0138,4,1520.4,2,40.0,Normal
2024-07-31,S002,P0139,3,891.15,2,30.0,Normal
2024-07-31,S002,P0140,4,1304.4,3,21.5,Normal
2024-07-31,S002,P0141,8,667.6,2,62.3,Normal
2024-07-31,S002,P0142,3,1018.77,1,30.0,Normal
2024-07-31,S002,P0143,0,0.0,1,0.0,Low
2024-07-31,S002,P0144,5,1673.95,2,44.6,Normal
2024-07-31,S002,P0145,4,832.4,1,40.0,Normal
2024-07-31,S002,P0146,5,1747.9,1,50.0,Overstock
2024-07-31,S002,P0147,4,1439.0,3,29.3,Normal
2024-07-31,S002,P0148,7,1872.57,2,54.5,Normal
2024-07-31,S002,P0149,2,786.72,1,20.0,Normal
2024-07-31,S002,P0150,1,373.18,1,10.0,Low
2024-07-31,S002,P0151,1,73.86,2,10.0,Low
2024-07-31,S002,P0152,7,2405.41,2,62.5,Normal
2024-07-31,S002,P0153,2,630.88,1,20.0,Normal
2024-07-31,S002,P0154,3,545.43,1,30.0,Normal
2024-07-31,S002,P0155,2,644.6,2,20.0,Low
2024-07-31,S002,P0156,0,0.0,1,0.0,Low
2024-07-31,S002,P0157,9,1556.55,2,80.3,Overstock
2024-07-31,S002,P0158,7,1329.37,2,65.7,Normal
2024-07-31,S002,P0159,10,1522.3,3,57.2,Normal
2024-07-31,S002,P0160,2,772.8,2,20.0,Low
2024-07-31,S002,P0161,2,369.72,1,20.0,Normal
2024-07-31,S002,P0162,5,436.5,3,35.2,Normal
2024-07-31,S002,P0163,2,624.78,1,20.0,Normal
2024-07-31,S002,P0164,7,2016.98,3,50.2,Normal
2024-07-31,S002,P0165,5,700.3,3,34.5,Normal
2024-07-31,S002,P0166,0,0.0,2,0.0,Low
2024-07-31,S002,P0167,7,2164.33,2,70.0,Normal
2024-07-31,S002,P0168,4,1722.68,2,40.0,Normal
